frame.number,frame.time_relative,frame.time_delta,frame.len,ip.proto,ip.version,ip.src,eth.src,ip.dst,eth.dst,mbtcp.modbus.unit_id,tcp.srcport,tcp.dstport,mbtcp.prot_id,mbtcp.trans_id,mbtcp.len,mbtcp.modbus.func_code,mbtcp.modbus.reference_num,mbtcp.modbus.word_cnt,mbtcp.modbus.data
4350,65.466537000,0.009753000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,47,5,4,,,00:70
4351,65.466900000,0.000363000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,48,6,4,1,1,
4352,65.476451000,0.009551000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,48,5,4,,,00:50
4353,65.476812000,0.000361000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,49,6,4,1,1,
4354,65.486508000,0.009696000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,49,5,4,,,00:50
4355,65.486859000,0.000351000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,50,6,4,3,1,
4356,65.496504000,0.009645000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,50,5,4,,,04:0b
4357,65.496887000,0.000383000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,51,6,4,0,1,
4358,65.506485000,0.009598000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,51,5,4,,,00:70
4359,65.506842000,0.000357000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,52,6,4,0,1,
4360,65.516430000,0.009588000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,52,5,4,,,00:70
4361,65.516780000,0.000350000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,53,6,4,0,1,
4362,65.526764000,0.009984000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,53,5,4,,,00:70
4363,65.527093000,0.000329000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,54,6,4,1,1,
4364,65.536459000,0.009366000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,54,5,4,,,00:50
4365,65.536812000,0.000353000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,55,6,4,1,1,
4366,65.546812000,0.010000000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,55,5,4,,,00:50
4367,65.547152000,0.000340000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,56,6,4,1,1,
4368,65.556474000,0.009322000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,56,5,4,,,00:50
4369,65.556862000,0.000388000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,57,6,4,1,1,
4370,65.566780000,0.009918000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,57,5,4,,,00:50
4371,65.567102000,0.000322000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,58,6,4,1,1,
4372,65.576423000,0.009321000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,58,5,4,,,00:50
4373,65.576796000,0.000373000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,59,6,4,1,1,
4374,65.586487000,0.009691000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,59,5,4,,,00:50
4375,65.723773000,0.137286000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
4376,65.914384000,0.190611000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,60,6,4,2,1,
4377,65.926576000,0.012192000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,60,5,4,,,13:97
4378,65.926970000,0.000394000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,61,6,4,0,1,
4379,65.936536000,0.009566000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,61,5,4,,,00:70
4380,65.936808000,0.000272000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,62,6,4,0,1,
4381,65.946528000,0.009720000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,62,5,4,,,00:70
4382,65.946897000,0.000369000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,63,6,4,0,1,
4383,65.956490000,0.009593000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,63,5,4,,,00:70
4384,65.956823000,0.000333000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,64,6,4,0,1,
4385,65.966508000,0.009685000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,64,5,4,,,00:70
4386,65.966858000,0.000350000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,65,6,4,1,1,
4387,65.976508000,0.009650000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,65,5,4,,,00:50
4388,65.976861000,0.000353000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,66,6,4,1,1,
4389,65.986814000,0.009953000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,66,5,4,,,00:50
4390,65.987164000,0.000350000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,67,6,4,3,1,
4391,65.996465000,0.009301000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,67,5,4,,,04:29
4392,65.996836000,0.000371000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,68,6,4,0,1,
4393,66.006788000,0.009952000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,68,5,4,,,00:70
4394,66.007143000,0.000355000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,69,6,4,0,1,
4395,66.016501000,0.009358000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,69,5,4,,,00:70
4396,66.016862000,0.000361000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,70,6,4,0,1,
4397,66.026506000,0.009644000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,70,5,4,,,00:70
4398,66.026866000,0.000360000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,71,6,4,1,1,
4399,66.036498000,0.009632000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,71,5,4,,,00:50
4400,66.036855000,0.000357000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,72,6,4,1,1,
4401,66.046476000,0.009621000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,72,5,4,,,00:50
4402,66.046843000,0.000367000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,73,6,4,1,1,
4403,66.055010000,0.008167000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,73,5,4,,,00:50
4404,66.055362000,0.000352000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,74,6,4,1,1,
4405,66.066515000,0.011153000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,74,5,4,,,00:50
4406,66.066866000,0.000351000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,75,6,4,1,1,
4407,66.076542000,0.009676000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,75,5,4,,,00:50
4408,66.076893000,0.000351000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,76,6,4,1,1,
4409,66.086722000,0.009829000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,76,5,4,,,00:50
4410,66.225012000,0.138290000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
4411,66.416921000,0.191909000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,77,6,4,2,1,
4412,66.426501000,0.009580000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,77,5,4,,,13:68
4413,66.427788000,0.001287000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,78,6,4,0,1,
4414,66.436525000,0.008737000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,78,5,4,,,00:70
4415,66.438887000,0.002362000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,79,6,4,0,1,
4416,66.446539000,0.007652000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,79,5,4,,,00:70
4417,66.446911000,0.000372000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,80,6,4,0,1,
4418,66.456548000,0.009637000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,80,5,4,,,00:70
4419,66.456918000,0.000370000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,81,6,4,0,1,
4420,66.466687000,0.009769000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,81,5,4,,,00:70
4421,66.467048000,0.000361000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,82,6,4,1,1,
4422,66.476478000,0.009430000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,82,5,4,,,00:50
4423,66.476844000,0.000366000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,83,6,4,1,1,
4424,66.486679000,0.009835000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,83,5,4,,,00:50
4425,66.487037000,0.000358000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,84,6,4,3,1,
4426,66.496490000,0.009453000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,84,5,4,,,05:a8
4427,66.496879000,0.000389000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,85,6,4,0,1,
4428,66.506780000,0.009901000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,85,5,4,,,00:70
4429,66.507106000,0.000326000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,86,6,4,0,1,
4430,66.516457000,0.009351000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,86,5,4,,,00:70
4431,66.516831000,0.000374000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,87,6,4,0,1,
4432,66.526559000,0.009728000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,87,5,4,,,00:70
4433,66.526844000,0.000285000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,88,6,4,1,1,
4434,66.536507000,0.009663000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,88,5,4,,,00:50
4435,66.536838000,0.000331000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,89,6,4,1,1,
4436,66.546550000,0.009712000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,89,5,4,,,00:50
4437,66.546764000,0.000214000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,90,6,4,1,1,
4438,66.556512000,0.009748000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,90,5,4,,,00:50
4439,66.556872000,0.000360000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,91,6,4,1,1,
4440,66.566809000,0.009937000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,91,5,4,,,00:50
4441,66.567127000,0.000318000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,92,6,4,1,1,
4442,66.576589000,0.009462000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,92,5,4,,,00:50
4443,66.576868000,0.000279000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,93,6,4,1,1,
4444,66.586766000,0.009898000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,93,5,4,,,00:50
4445,66.725610000,0.138844000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
4446,66.915937000,0.190327000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,94,6,4,2,1,
4447,66.924925000,0.008988000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,94,5,4,,,13:68
4448,66.925217000,0.000292000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,95,6,4,0,1,
4449,66.936535000,0.011318000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,95,5,4,,,00:70
4450,66.936797000,0.000262000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,96,6,4,0,1,
4451,66.946534000,0.009737000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,96,5,4,,,00:70
4452,66.946820000,0.000286000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,97,6,4,0,1,
4453,66.956487000,0.009667000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,97,5,4,,,00:70
4454,66.956783000,0.000296000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,98,6,4,0,1,
4455,66.966772000,0.009989000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,98,5,4,,,00:70
4456,66.967037000,0.000265000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,99,6,4,1,1,
4457,66.976476000,0.009439000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,99,5,4,,,00:50
4458,66.976749000,0.000273000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,100,6,4,1,1,
4459,66.986559000,0.009810000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,100,5,4,,,00:50
4460,66.986842000,0.000283000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,101,6,4,3,1,
4461,66.996506000,0.009664000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,101,5,4,,,05:b2
4462,66.996820000,0.000314000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,102,6,4,0,1,
4463,67.006506000,0.009686000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,102,5,4,,,00:70
4464,67.007036000,0.000530000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,103,6,4,0,1,
4465,67.016490000,0.009454000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,103,5,4,,,00:70
4466,67.016783000,0.000293000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,104,6,4,0,1,
4467,67.026522000,0.009739000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,104,5,4,,,00:70
4468,67.027094000,0.000572000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,105,6,4,1,1,
4469,67.036463000,0.009369000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,105,5,4,,,00:50
4470,67.036757000,0.000294000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,106,6,4,1,1,
4471,67.046753000,0.009996000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,106,5,4,,,00:50
4472,67.047053000,0.000300000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,107,6,4,1,1,
4473,67.056480000,0.009427000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,107,5,4,,,00:50
4474,67.056774000,0.000294000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,108,6,4,1,1,
4475,67.066798000,0.010024000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,108,5,4,,,00:50
4476,67.067081000,0.000283000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,109,6,4,1,1,
4477,67.076490000,0.009409000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,109,5,4,,,00:50
4478,67.076748000,0.000258000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,110,6,4,1,1,
4479,67.086782000,0.010034000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,110,5,4,,,00:50
4480,67.226009000,0.139227000,60,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,,1202,502,,,,,,,
4481,67.416513000,0.190504000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,111,6,4,2,1,
4482,67.425239000,0.008726000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,111,5,4,,,13:68
4483,67.425618000,0.000379000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,112,6,4,0,1,
4484,67.434908000,0.009290000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,112,5,4,,,00:70
4485,67.435261000,0.000353000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,113,6,4,0,1,
4486,67.446564000,0.011303000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,113,5,4,,,00:70
4487,67.446964000,0.000400000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,114,6,4,0,1,
4488,67.456538000,0.009574000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,114,5,4,,,00:70
4489,67.456932000,0.000394000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,115,6,4,0,1,
4490,67.466556000,0.009624000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,115,5,4,,,00:70
4491,67.466947000,0.000391000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,116,6,4,1,1,
4492,67.476483000,0.009536000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,116,5,4,,,00:50
4493,67.476894000,0.000411000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,117,6,4,1,1,
4494,67.486793000,0.009899000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,117,5,4,,,00:50
4495,67.487044000,0.000251000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,118,6,4,3,1,
4496,67.496446000,0.009402000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,118,5,4,,,05:b7
4497,67.496835000,0.000389000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,119,6,4,0,1,
4498,67.506574000,0.009739000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,119,5,4,,,00:70
4499,67.507199000,0.000625000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,120,6,4,0,1,
4500,67.516477000,0.009278000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,120,5,4,,,00:70
4501,67.516847000,0.000370000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,121,6,4,0,1,
4502,67.526542000,0.009695000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,121,5,4,,,00:70
4503,67.526875000,0.000333000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,122,6,4,1,1,
4504,67.536547000,0.009672000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,122,5,4,,,00:50
4505,67.536863000,0.000316000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,123,6,4,1,1,
4506,67.546518000,0.009655000,65,6,4,192.168.12.253,00:80:f4:0f:35:aa,192.168.12.53,08:00:27:a5:dc:c4,1,502,1202,0,123,5,4,,,00:50
4507,67.546837000,0.000319000,66,6,4,192.168.12.53,08:00:27:a5:dc:c4,192.168.12.253,00:80:f4:0f:35:aa,1,1202,502,0,124,6,4,1,1,
